,episodes_considered,A,B,C,D,E
30,31.0,0.3493965053349842,0.29269805111284064,0.4486758094856606,0.6256066123414464,0.6135765403011427
31,32.0,0.33661659890022905,0.31420994299154953,0.5116129783597035,0.6720159171958595,0.6226289109096304
32,33.0,0.3816992633548913,0.3269872288469309,0.5029317605766626,0.6886080068839173,0.6259509320249645
33,34.0,0.3473218112115594,0.3106927886982785,0.4738480571259644,0.6297517693774463,0.6078166261798521
34,35.0,0.3684130506727819,0.34049373079672146,0.5021308378388842,0.6624233014580243,0.6413835553854709
35,36.0,0.34774492105006843,0.3253861317388751,0.5016761477433792,0.6591994270008292,0.6399180773484139
36,37.0,0.34932764476492856,0.31555777925337647,0.5040441153263449,0.6737961375543406,0.6035307990274635
37,38.0,0.3661765201198729,0.3385648246473691,0.5202446754657162,0.7057016258907675,0.6671759213019877
38,39.0,0.37758447299914344,0.3734366145820158,0.527029373559113,0.6771537589157401,0.6559775576542102
39,40.0,0.36677845234109585,0.33172626153970297,0.4887782196680198,0.6438115110925167,0.6314245793462213
40,41.0,0.3726994432602934,0.3510098322159434,0.502685257539001,0.6757155628913467,0.6594122772054963
41,42.0,0.35508208583550377,0.3355435540678801,0.5097278514793585,0.6517351990221509,0.6356946782603387
42,43.0,0.362755128478326,0.34429044040172363,0.5020419471249741,0.6704686084464163,0.6530143580942898
43,44.0,0.34346304140194656,0.3202745006582887,0.4673427345360842,0.6382480842595091,0.6412428217500495
44,45.0,0.36111973750626547,0.32973460544884625,0.5127447583572766,0.6913554913120851,0.6558503842893192
45,46.0,0.35033520978885113,0.3187483952729275,0.4957722262704815,0.6798492072868392,0.6715197132635295
46,47.0,0.3709717211358026,0.3277037212296935,0.5008611238352418,0.6771441805276522,0.6467515116215208
47,48.0,0.3469388571287666,0.33138972190058924,0.49700416335862285,0.6554653324609235,0.652218919913992
48,49.0,0.3462338880258588,0.32217031031493026,0.4919796942348371,0.6615116530841001,0.6368135415861651
49,50.0,0.37914842629321205,0.36752029673766207,0.5399145731579388,0.6961744699516244,0.6644699387768351
50,51.0,0.34367943923319033,0.3358555722263037,0.48504296454833573,0.6622724470623325,0.68480016131271
51,52.0,0.33237490161269384,0.2947161336800768,0.46966114654871416,0.6429368348263573,0.6178173557784453
52,53.0,0.35673161670732584,0.33239138402977625,0.49857648795137766,0.673560634868689,0.6601885608649615
53,54.0,0.34483226235671055,0.3426691177268686,0.5178410949791917,0.693717217357579,0.662005363742351
54,55.0,0.35360715251074476,0.34324567426665664,0.5031654293242036,0.681582632383367,0.6599945718184785
55,56.0,0.3412869244825398,0.32766136286512887,0.4990952535882965,0.6686156588856795,0.652474277017181
56,57.0,0.3433186977587503,0.33839395145136286,0.5088706760894393,0.6667511408757618,0.6533736287031584
57,58.0,0.3338857242408124,0.3242065098750352,0.4838030826026536,0.6556449113107551,0.6541048896507574
58,59.0,0.35264335051917994,0.33474253568688844,0.5001796370927983,0.6530555309222928,0.6427931982208095
59,60.0,0.3531497451341357,0.3550725535435395,0.5188631470087777,0.6760934099633059,0.6593052786531124
60,61.0,0.3590389816899918,0.3345911352393922,0.5026573433090339,0.6746853083543427,0.6688690148854214
61,62.0,0.37034165501677224,0.3230970817926462,0.4561922629705858,0.6445887064650035,0.6723494373550442
62,63.0,0.3485016496549961,0.32367112074599796,0.4711768239314187,0.6347401561793068,0.6572734012627752
63,64.0,0.3004450505625182,0.30707452884096187,0.4844642161192552,0.6544287646242373,0.6395436261963645
64,65.0,0.327739953724258,0.35147641102150456,0.5360264105585297,0.6773948715304432,0.6767640459463911
65,66.0,0.32964948730338356,0.3155721963556001,0.476716943556152,0.6431442597959878,0.6597535948580513
66,67.0,0.30983867426322487,0.27838946310877044,0.44267736074698716,0.6415624237864909,0.6457104055191367
67,68.0,0.33038410712295063,0.3178570409645849,0.4799007328509542,0.6294140358416386,0.6310221363403979
68,69.0,0.3475555153729229,0.3330739471829748,0.4960408505623932,0.6641651645148597,0.6583339951174836
69,70.0,0.33335500676028884,0.3183001828612702,0.5024289936077025,0.6919385375320257,0.6685421835050572
70,71.0,0.33522758547604525,0.3197556801499772,0.4870471018148617,0.657406190990927,0.6525159575961668
71,72.0,0.33843947645805483,0.35073574943720215,0.5300440681086726,0.6831034852329831,0.6618191314750657
72,73.0,0.3228547064367927,0.3018012080005696,0.4681226763721758,0.6524338616975757,0.6596901732326335
73,74.0,0.3339705737999425,0.307855055981599,0.47476282074432363,0.6406296835297901,0.6518110356401504
74,75.0,0.35455727768424333,0.3391523126634769,0.5057851266517843,0.6844065027191458,0.6860296476542344
75,76.0,0.36936590188631024,0.38223414933174993,0.5473997050540926,0.6961315808880726,0.6797125611596723
76,77.0,0.3454126729977879,0.38242610107566855,0.5602453300461009,0.7047301498860331,0.66499071850636
77,78.0,0.34594039548240574,0.34541546220355884,0.503592262429025,0.6648146952057793,0.6619595428032318
78,79.0,0.34731876695961494,0.3527139750305441,0.5083370030490011,0.6669066829879847,0.6646489527934972
79,80.0,0.34887300546749983,0.329939325600652,0.4958040455206433,0.6757896075077771,0.6689265605439911
80,81.0,0.3170360826360288,0.3180802672119024,0.482323008452083,0.6668607781561283,0.673351116856466
81,82.0,0.3438102700168292,0.3286058332733296,0.49846740547711216,0.6628212214689165,0.6586133015252171
82,83.0,0.3500420681454869,0.35630047022750594,0.5007280585070969,0.651053225601227,0.6556309808342772
83,84.0,0.31916401353243545,0.3115409290136949,0.4717605341171205,0.6386503465866401,0.6423853962615952
84,85.0,0.36560951484577836,0.36016221314963176,0.5096225795729183,0.6643339064235542,0.6650561446987596
85,86.0,0.34069090669290597,0.3240748589055119,0.4948716658838552,0.6700184733352432,0.6702653107993555
86,87.0,0.3419320015300579,0.3613901667755335,0.515265752803427,0.6680048256826129,0.6739367731468406
87,88.0,0.3500774212371949,0.34933981577448014,0.5103197851545889,0.6830104129357168,0.6624912148498566
88,89.0,0.34115665797443584,0.3500899531757507,0.513271380990174,0.6796934735810819,0.6677868371011884
89,90.0,0.3276139239722546,0.30339949285475976,0.4838237702367635,0.6551221694369208,0.6626528327361062
90,91.0,0.3265801035129933,0.3110308742407101,0.4775743734164143,0.6460530947021916,0.6446605676547127
91,92.0,0.3341223085905501,0.3110855253315401,0.49154250474661554,0.6551700785447818,0.6522638368489331
92,93.0,0.34653170054176535,0.32247279871028184,0.4927378903589881,0.6521193098899617,0.6729643214859314
93,94.0,0.33467907047265777,0.35724048804132563,0.5252819625617223,0.6873975969725068,0.6912825852429245
94,95.0,0.3168275274220132,0.33875512404836167,0.5119162633025006,0.6721604463135731,0.6491130915783692
95,96.0,0.3225007660345429,0.324117930294906,0.4867396886062852,0.6517527895596541,0.6665531446355126
96,97.0,0.3335530675711841,0.3079723806637221,0.4544042329842468,0.6235619261164769,0.6484820021412581
97,98.0,0.33468765180558485,0.30798237072198814,0.4655047118057206,0.6466718570774747,0.6743243040506315
98,99.0,0.33557696901819045,0.3410580049975387,0.5063589052943492,0.6753565466393642,0.6579737385718178
99,100.0,0.3432943490907941,0.35127915035268065,0.5283789212476813,0.6835943558159382,0.6650490107883423
