,episodes_considered,V(0),V(1),V(2),V(3),V(4)
83,84.0,0.1763298719862556,0.3340078107770885,0.4940338514711897,0.6556159098102728,0.820683975209699
84,85.0,0.17469479168676785,0.3329823197399406,0.4940366353749174,0.6550423770197179,0.8166372809551821
85,86.0,0.1723256081443662,0.33812478303129195,0.4982528091378292,0.6655479501120173,0.824456906240532
86,87.0,0.17358469701882812,0.341253645586767,0.5025270081710792,0.6647440024863264,0.8242231288586613
87,88.0,0.1747562641091281,0.33751229540543143,0.504368785371013,0.6622753106401947,0.8250981782810853
88,89.0,0.1695147137046555,0.3380669939478448,0.5039911025048908,0.6627743344770668,0.8265300223460446
89,90.0,0.17286408663991487,0.33740885481890126,0.5013023133482539,0.6607277965261794,0.8289104409465174
90,91.0,0.17819739656490696,0.34208557995638456,0.4990617275858743,0.6613103226808011,0.8267921005172156
91,92.0,0.1717320475144591,0.33316508131054934,0.49823171593169513,0.6581807753648132,0.8224111113511137
92,93.0,0.17042375305762772,0.32863579291358347,0.49704123288096236,0.6621204300880826,0.8309348879255785
93,94.0,0.1717822130011185,0.3362878475049758,0.4996608539091524,0.6651812288715558,0.82908337415056
94,95.0,0.1652471008376189,0.32986745437818477,0.4968781198797695,0.6620491906068718,0.8286789850688971
95,96.0,0.17133351791403406,0.33966721403040834,0.5038577663076486,0.6702247524355909,0.832169940643816
96,97.0,0.1725249840510853,0.33475830757007097,0.49906124096256677,0.666532996272752,0.8348655648589381
97,98.0,0.17078512591105394,0.3327779577457208,0.49834381218752755,0.6622330245116305,0.8271672360473898
98,99.0,0.16935783178623737,0.3325028436823408,0.5047269497436659,0.6694816509295781,0.8332193607327174
99,100.0,0.17419466330459563,0.3347217020483638,0.4999190328623723,0.6655948541886367,0.8336879964893835
